_Range(71, 97), _Range(71, 72): T
_Range(58, 96), _Range(58, 98): T
_Range(28, 60), _Range(61, 73): F
_Range(3, 99), _Range(28, 87): T
_Range(89, 90), _Range(91, 91): F
_Range(10, 40), _Range(4, 10): T
_Range(2, 97), _Range(1, 97): T
_Range(22, 24), _Range(22, 24): T
_Range(75, 76), _Range(55, 76): T
_Range(42, 83), _Range(42, 82): T
_Range(35, 95), _Range(25, 95): T
_Range(10, 27), _Range(9, 11): T
_Range(12, 83), _Range(13, 37): T
_Range(37, 97), _Range(36, 38): T
_Range(3, 30), _Range(4, 30): T
_Range(31, 51), _Range(31, 32): T
_Range(26, 28), _Range(27, 46): T
_Range(44, 46), _Range(45, 90): T
_Range(19, 82), _Range(27, 77): T
_Range(44, 92), _Range(43, 85): T
_Range(22, 54), _Range(5, 53): T
_Range(6, 98), _Range(4, 99): F
_Range(4, 4), _Range(4, 40): T
_Range(30, 99), _Range(30, 31): T
_Range(59, 59), _Range(60, 90): F
_Range(21, 95), _Range(19, 94): T
_Range(22, 43), _Range(21, 67): F
_Range(69, 72), _Range(72, 72): T
_Range(70, 94), _Range(71, 93): T
_Range(13, 15), _Range(13, 14): T
_Range(23, 90), _Range(22, 89): T
_Range(93, 94), _Range(4, 94): T
_Range(1, 21), _Range(3, 20): T
_Range(4, 68), _Range(5, 69): T
_Range(27, 29), _Range(28, 95): T
_Range(47, 47), _Range(47, 48): T
_Range(26, 54), _Range(25, 55): F
_Range(16, 81), _Range(80, 80): T
_Range(31, 33), _Range(32, 60): T
_Range(25, 82), _Range(26, 51): T
_Range(16, 73), _Range(72, 72): T
_Range(95, 95), _Range(33, 95): T
_Range(12, 72), _Range(13, 43): T
_Range(36, 95), _Range(35, 36): T
_Range(19, 94), _Range(9, 43): T
_Range(7, 7), _Range(5, 15): F
_Range(9, 96), _Range(9, 99): T
_Range(9, 91), _Range(8, 8): F
_Range(46, 62), _Range(34, 85): F
_Range(83, 84), _Range(31, 84): T
_Range(52, 56), _Range(46, 63): F
_Range(44, 85), _Range(59, 86): T
_Range(43, 70), _Range(43, 70): T
_Range(21, 38), _Range(39, 78): F
_Range(58, 58), _Range(6, 57): F
_Range(1, 99), _Range(99, 99): T
_Range(12, 90), _Range(40, 89): T
_Range(34, 67), _Range(35, 73): T
_Range(15, 97), _Range(14, 96): T
_Range(46, 98), _Range(46, 96): T
_Range(52, 70), _Range(42, 77): F
_Range(4, 23), _Range(3, 23): T
_Range(55, 82), _Range(81, 83): T
_Range(48, 84), _Range(25, 83): T
_Range(31, 92), _Range(92, 98): T
_Range(6, 93), _Range(5, 98): F
_Range(14, 39), _Range(15, 38): T
_Range(17, 58), _Range(17, 18): T
_Range(7, 16), _Range(24, 94): F
_Range(16, 71), _Range(85, 97): F
_Range(1, 95), _Range(16, 86): T
_Range(32, 60), _Range(57, 68): T
_Range(74, 96), _Range(55, 97): F
_Range(36, 95), _Range(97, 97): F
_Range(76, 78), _Range(27, 77): T
_Range(47, 84), _Range(59, 75): T
_Range(15, 37), _Range(4, 16): T
_Range(1, 97), _Range(1, 98): T
_Range(27, 78), _Range(28, 77): T
_Range(97, 98), _Range(10, 94): F
_Range(37, 97), _Range(97, 97): T
_Range(89, 89), _Range(4, 90): F
_Range(21, 28), _Range(21, 94): T
_Range(41, 90), _Range(4, 41): T
_Range(1, 93), _Range(93, 96): T
_Range(99, 99), _Range(6, 99): T
_Range(11, 13), _Range(12, 95): T
_Range(16, 22), _Range(4, 22): T
_Range(7, 89), _Range(90, 90): F
_Range(4, 58), _Range(19, 79): T
_Range(9, 84), _Range(68, 84): T
_Range(80, 85), _Range(34, 84): T
_Range(1, 70), _Range(71, 84): F
_Range(64, 74), _Range(74, 74): T
_Range(58, 80), _Range(58, 70): T
_Range(7, 59), _Range(7, 8): T
_Range(17, 19), _Range(9, 17): T
_Range(22, 34), _Range(34, 84): T
_Range(66, 76), _Range(66, 66): T
_Range(97, 99), _Range(17, 95): F
_Range(47, 97), _Range(39, 45): F
_Range(35, 36), _Range(35, 88): T
_Range(9, 79), _Range(41, 80): T
_Range(10, 11), _Range(10, 41): T
_Range(4, 14), _Range(15, 90): F
_Range(95, 96), _Range(1, 96): T
_Range(36, 92), _Range(69, 93): T
_Range(1, 7), _Range(8, 84): F
_Range(32, 39), _Range(32, 39): T
_Range(8, 94), _Range(7, 9): T
_Range(34, 50), _Range(7, 52): F
_Range(71, 94), _Range(71, 96): T
_Range(2, 47), _Range(1, 95): F
_Range(4, 5), _Range(8, 93): F
_Range(34, 66), _Range(21, 65): T
_Range(26, 95), _Range(26, 97): T
_Range(60, 82), _Range(59, 61): T
_Range(39, 96), _Range(39, 98): T
_Range(15, 22), _Range(22, 50): T
_Range(12, 82), _Range(13, 13): T
_Range(15, 63), _Range(62, 62): T
_Range(1, 99), _Range(2, 55): T
_Range(11, 26), _Range(16, 91): T
_Range(24, 76), _Range(76, 77): T
_Range(3, 6), _Range(7, 92): F
_Range(62, 93), _Range(61, 92): T
_Range(33, 83), _Range(32, 84): F
_Range(4, 99), _Range(2, 2): F
_Range(11, 21), _Range(22, 98): F
_Range(45, 46), _Range(45, 64): T
_Range(26, 30), _Range(21, 35): F
_Range(78, 99), _Range(29, 77): F
_Range(55, 73), _Range(5, 91): F
_Range(3, 4), _Range(14, 98): F
_Range(3, 93), _Range(92, 92): T
_Range(51, 77), _Range(77, 77): T
_Range(7, 90), _Range(90, 90): T
_Range(4, 67), _Range(4, 68): T
_Range(10, 95), _Range(10, 96): T
_Range(79, 89), _Range(80, 83): T
_Range(3, 86), _Range(17, 87): T
_Range(32, 77), _Range(32, 78): T
_Range(31, 72), _Range(10, 25): F
_Range(48, 50), _Range(2, 53): F
_Range(29, 58), _Range(28, 59): F
_Range(75, 77), _Range(15, 76): T
_Range(2, 76), _Range(1, 75): T
_Range(15, 15), _Range(14, 63): F
_Range(75, 85), _Range(76, 96): T
_Range(42, 97), _Range(15, 28): F
_Range(20, 98), _Range(97, 98): T
_Range(21, 64), _Range(21, 64): T
_Range(11, 95), _Range(95, 96): T
_Range(68, 96), _Range(69, 79): T
_Range(5, 89), _Range(6, 90): T
_Range(38, 72), _Range(73, 90): F
_Range(43, 97), _Range(42, 98): F
_Range(67, 83), _Range(74, 84): T
_Range(69, 87), _Range(69, 87): T
_Range(10, 12), _Range(11, 60): T
_Range(12, 67), _Range(11, 85): F
_Range(1, 3), _Range(6, 88): F
_Range(8, 80), _Range(17, 81): T
_Range(3, 47), _Range(2, 58): F
_Range(74, 74), _Range(37, 75): F
_Range(47, 99), _Range(47, 48): T
_Range(21, 78), _Range(6, 51): T
_Range(86, 87), _Range(16, 87): T
_Range(3, 86), _Range(87, 87): F
_Range(92, 96), _Range(17, 91): F
_Range(54, 85), _Range(54, 87): T
_Range(23, 24), _Range(23, 87): T
_Range(62, 91), _Range(62, 92): T
_Range(14, 49), _Range(14, 50): T
_Range(29, 93), _Range(94, 97): F
_Range(2, 3), _Range(2, 91): T
_Range(53, 57), _Range(57, 57): T
_Range(15, 44), _Range(43, 44): T
_Range(1, 37), _Range(2, 37): T
_Range(8, 19), _Range(23, 24): F
_Range(19, 20), _Range(6, 20): T
_Range(1, 7), _Range(6, 46): T
_Range(3, 26), _Range(1, 77): F
_Range(3, 6), _Range(3, 47): T
_Range(30, 80), _Range(96, 96): F
_Range(23, 70), _Range(69, 69): T
_Range(51, 52), _Range(52, 89): T
_Range(42, 82), _Range(83, 89): F
_Range(86, 97), _Range(13, 86): T
_Range(16, 45), _Range(1, 1): F
_Range(14, 77), _Range(4, 13): F
_Range(15, 81), _Range(81, 81): T
_Range(87, 87), _Range(30, 88): F
_Range(89, 89), _Range(30, 88): F
_Range(21, 22), _Range(21, 95): T
_Range(90, 94), _Range(23, 89): F
_Range(67, 67), _Range(1, 66): F
_Range(19, 99), _Range(43, 99): T
_Range(2, 97), _Range(5, 98): T
_Range(6, 78), _Range(6, 62): T
_Range(8, 9), _Range(8, 9): T
_Range(1, 13), _Range(1, 9): T
_Range(91, 95), _Range(92, 95): T
_Range(68, 86), _Range(69, 96): T
_Range(4, 26), _Range(25, 68): T
_Range(17, 96), _Range(18, 96): T
_Range(65, 65), _Range(64, 65): T
_Range(2, 99), _Range(3, 98): T
_Range(24, 97), _Range(25, 68): T
_Range(36, 57), _Range(7, 35): F
_Range(52, 89), _Range(87, 88): T
_Range(3, 96), _Range(3, 3): T
_Range(2, 34), _Range(2, 18): T
_Range(82, 96), _Range(82, 98): T
_Range(29, 30), _Range(4, 30): T
_Range(32, 73), _Range(31, 73): T
_Range(72, 98), _Range(99, 99): F
_Range(12, 32), _Range(11, 57): F
_Range(11, 86), _Range(7, 9): F
_Range(81, 82), _Range(5, 82): T
_Range(8, 94), _Range(93, 94): T
_Range(45, 68), _Range(57, 61): T
_Range(49, 50), _Range(24, 50): T
_Range(8, 78), _Range(44, 91): T
_Range(28, 29), _Range(29, 98): T
_Range(50, 82), _Range(4, 48): F
_Range(71, 71), _Range(20, 70): F
_Range(6, 17), _Range(23, 58): F
_Range(61, 73), _Range(23, 70): T
_Range(74, 90), _Range(36, 95): F
_Range(6, 14), _Range(9, 12): T
_Range(16, 78), _Range(2, 9): F
_Range(2, 92), _Range(2, 90): T
_Range(32, 40), _Range(39, 41): T
_Range(69, 69), _Range(44, 69): T
_Range(22, 59), _Range(21, 50): T
_Range(30, 66), _Range(30, 67): T
_Range(17, 97), _Range(54, 98): T
_Range(89, 97), _Range(84, 96): T
_Range(11, 93), _Range(11, 96): T
_Range(55, 80), _Range(80, 84): T
_Range(59, 87), _Range(59, 95): T
_Range(4, 81), _Range(9, 80): T
_Range(4, 96), _Range(1, 95): T
_Range(21, 95), _Range(21, 94): T
_Range(7, 40), _Range(39, 40): T
_Range(5, 98), _Range(5, 92): T
_Range(30, 32), _Range(31, 53): T
_Range(10, 88), _Range(11, 88): T
_Range(5, 36), _Range(36, 36): T
_Range(97, 98), _Range(16, 98): T
_Range(12, 83), _Range(10, 13): T
_Range(19, 68), _Range(20, 67): T
_Range(42, 42), _Range(11, 42): T
_Range(9, 11), _Range(10, 67): T
_Range(10, 88), _Range(9, 10): T
_Range(12, 70), _Range(12, 13): T
_Range(30, 69), _Range(37, 66): T
_Range(1, 95), _Range(2, 6): T
_Range(97, 98), _Range(12, 98): T
_Range(40, 46), _Range(41, 47): T
_Range(28, 91), _Range(29, 73): T
_Range(1, 5), _Range(6, 82): F
_Range(82, 92), _Range(4, 82): T
_Range(10, 91), _Range(11, 92): T
_Range(21, 93), _Range(92, 92): T
_Range(14, 58), _Range(57, 58): T
_Range(8, 79), _Range(7, 9): T
_Range(27, 94), _Range(26, 27): T
_Range(13, 22), _Range(23, 99): F
_Range(11, 11), _Range(17, 64): F
_Range(19, 71), _Range(18, 88): F
_Range(1, 13), _Range(1, 3): T
_Range(50, 68), _Range(49, 67): T
_Range(13, 14), _Range(13, 37): T
_Range(40, 90), _Range(40, 61): T
_Range(21, 95), _Range(22, 95): T
_Range(38, 39), _Range(38, 46): T
_Range(44, 95), _Range(64, 81): T
_Range(56, 57), _Range(2, 57): T
_Range(64, 85), _Range(7, 63): F
_Range(4, 99), _Range(3, 99): T
_Range(32, 90), _Range(90, 98): T
_Range(43, 63), _Range(42, 44): T
_Range(58, 58), _Range(43, 57): F
_Range(79, 80), _Range(27, 78): F
_Range(27, 72), _Range(1, 26): F
_Range(89, 91), _Range(39, 90): T
_Range(31, 43), _Range(43, 43): T
_Range(71, 90), _Range(71, 90): T
_Range(13, 95), _Range(14, 96): T
_Range(17, 77), _Range(77, 77): T
_Range(60, 62), _Range(59, 65): F
_Range(33, 35), _Range(7, 50): F
_Range(2, 8), _Range(5, 5): T
_Range(24, 61), _Range(24, 25): T
_Range(6, 74), _Range(73, 73): T
_Range(18, 18), _Range(20, 94): F
_Range(29, 54), _Range(41, 55): T
_Range(4, 43), _Range(5, 43): T
_Range(39, 69), _Range(43, 70): T
_Range(47, 48), _Range(47, 79): T
_Range(5, 6), _Range(6, 85): T
_Range(12, 12), _Range(12, 12): T
_Range(12, 91), _Range(12, 90): T
_Range(44, 64), _Range(66, 69): F
_Range(47, 58), _Range(46, 58): T
_Range(60, 99), _Range(79, 99): T
_Range(56, 86), _Range(86, 86): T
_Range(8, 98), _Range(1, 7): F
_Range(59, 59), _Range(10, 58): F
_Range(19, 41), _Range(42, 97): F
_Range(76, 94), _Range(6, 95): F
_Range(20, 69), _Range(68, 99): T
_Range(36, 63), _Range(35, 36): T
_Range(2, 15), _Range(3, 14): T
_Range(16, 28), _Range(15, 17): T
_Range(75, 92), _Range(40, 71): F
_Range(4, 61), _Range(11, 62): T
_Range(14, 66), _Range(14, 15): T
_Range(6, 70), _Range(29, 69): T
_Range(95, 96), _Range(9, 96): T
_Range(68, 89), _Range(68, 69): T
_Range(2, 75), _Range(1, 74): T
_Range(97, 97), _Range(12, 97): T
_Range(58, 86), _Range(22, 87): F
_Range(3, 4), _Range(3, 97): T
_Range(21, 68), _Range(49, 69): T
_Range(88, 88), _Range(32, 87): F
_Range(45, 93), _Range(46, 89): T
_Range(12, 92), _Range(12, 93): T
_Range(51, 75), _Range(71, 71): T
_Range(24, 29), _Range(28, 29): T
_Range(5, 6), _Range(5, 71): T
_Range(33, 34), _Range(33, 80): T
_Range(55, 94), _Range(94, 94): T
_Range(50, 64), _Range(50, 63): T
_Range(55, 92), _Range(82, 86): T
_Range(32, 34), _Range(33, 47): T
_Range(9, 13), _Range(12, 78): T
_Range(5, 99), _Range(35, 57): T
_Range(25, 53), _Range(6, 24): F
_Range(7, 85), _Range(6, 96): F
_Range(27, 72), _Range(15, 73): F
_Range(61, 74), _Range(36, 95): F
_Range(27, 62), _Range(59, 61): T
_Range(4, 82), _Range(4, 86): T
_Range(23, 79), _Range(24, 26): T
_Range(24, 43), _Range(17, 44): F
_Range(43, 74), _Range(42, 44): T
_Range(39, 84), _Range(38, 99): F
_Range(55, 85), _Range(54, 57): T
_Range(2, 78), _Range(1, 3): T
_Range(20, 71), _Range(19, 46): T
_Range(25, 38), _Range(25, 26): T
_Range(49, 77), _Range(49, 76): T
_Range(1, 2), _Range(1, 68): T
_Range(12, 21), _Range(11, 65): F
_Range(17, 82), _Range(17, 56): T
_Range(8, 92), _Range(14, 93): T
_Range(1, 52), _Range(4, 51): T
_Range(78, 78), _Range(2, 70): F
_Range(9, 42), _Range(8, 41): T
_Range(33, 64), _Range(32, 67): F
_Range(22, 68), _Range(22, 61): T
_Range(7, 82), _Range(4, 8): T
_Range(24, 42), _Range(36, 37): T
_Range(96, 96), _Range(30, 95): F
_Range(68, 68), _Range(14, 67): F
_Range(13, 78), _Range(78, 78): T
_Range(39, 70), _Range(17, 38): F
_Range(62, 93), _Range(63, 93): T
_Range(19, 64), _Range(19, 64): T
_Range(15, 83), _Range(16, 44): T
_Range(33, 34), _Range(34, 49): T
_Range(2, 65), _Range(58, 64): T
_Range(5, 53), _Range(4, 84): F
_Range(53, 54), _Range(53, 74): T
_Range(3, 58), _Range(1, 65): F
_Range(2, 5), _Range(9, 15): F
_Range(3, 39), _Range(21, 40): T
_Range(54, 57), _Range(54, 56): T
_Range(25, 62), _Range(25, 61): T
_Range(12, 94), _Range(10, 10): F
_Range(74, 75), _Range(74, 89): T
_Range(14, 85), _Range(13, 29): T
_Range(4, 76), _Range(3, 88): F
_Range(5, 55), _Range(4, 55): T
_Range(55, 93), _Range(54, 93): T
_Range(13, 48), _Range(9, 12): F
_Range(23, 56), _Range(23, 24): T
_Range(32, 71), _Range(32, 40): T
_Range(23, 94), _Range(22, 24): T
_Range(1, 99), _Range(98, 98): T
_Range(22, 75), _Range(31, 44): T
_Range(7, 96), _Range(7, 97): T
_Range(11, 12), _Range(14, 34): F
_Range(4, 98), _Range(3, 5): T
_Range(58, 94), _Range(59, 94): T
_Range(13, 70), _Range(13, 88): T
_Range(38, 40), _Range(20, 39): T
_Range(2, 88), _Range(58, 87): T
_Range(35, 81), _Range(4, 81): T
_Range(31, 82), _Range(81, 81): T
_Range(24, 93), _Range(8, 25): T
_Range(19, 96), _Range(95, 98): T
_Range(18, 64), _Range(19, 65): T
_Range(22, 40), _Range(31, 39): T
_Range(43, 75), _Range(81, 82): F
_Range(16, 27), _Range(1, 28): F
_Range(7, 28), _Range(6, 28): T
_Range(71, 79), _Range(71, 72): T
_Range(1, 99), _Range(11, 98): T
_Range(11, 12), _Range(11, 97): T
_Range(2, 75), _Range(3, 76): T
_Range(21, 79), _Range(80, 91): F
_Range(5, 49), _Range(5, 6): T
_Range(54, 55), _Range(16, 55): T
_Range(12, 97), _Range(12, 96): T
_Range(42, 83), _Range(73, 82): T
_Range(61, 84), _Range(83, 84): T
_Range(33, 82), _Range(83, 83): F
_Range(42, 85), _Range(43, 86): T
_Range(27, 71), _Range(26, 71): T
_Range(39, 39), _Range(8, 38): F
_Range(20, 25), _Range(17, 24): T
_Range(98, 99), _Range(15, 96): F
_Range(4, 92), _Range(4, 92): T
_Range(34, 82), _Range(34, 99): T
_Range(39, 43), _Range(9, 44): F
_Range(17, 29), _Range(30, 91): F
_Range(1, 98), _Range(97, 98): T
_Range(25, 92), _Range(24, 92): T
_Range(44, 68), _Range(45, 67): T
_Range(7, 22), _Range(7, 62): T
_Range(56, 95), _Range(97, 99): F
_Range(41, 79), _Range(41, 42): T
_Range(48, 89), _Range(48, 96): T
_Range(46, 96), _Range(95, 97): T
_Range(18, 88), _Range(18, 19): T
_Range(86, 87), _Range(9, 87): T
_Range(1, 1), _Range(1, 97): T
_Range(91, 97), _Range(65, 92): T
_Range(15, 80), _Range(15, 26): T
_Range(46, 98), _Range(60, 82): T
_Range(45, 70), _Range(44, 46): T
_Range(16, 83), _Range(16, 83): T
_Range(37, 55), _Range(54, 60): T
_Range(7, 57), _Range(8, 16): T
_Range(9, 27), _Range(70, 88): F
_Range(8, 72), _Range(7, 28): T
_Range(90, 91), _Range(17, 83): F
_Range(2, 64), _Range(3, 93): T
_Range(21, 46), _Range(10, 38): T
_Range(33, 88), _Range(33, 89): T
_Range(89, 90), _Range(87, 90): T
_Range(58, 59), _Range(57, 61): F
_Range(26, 94), _Range(25, 93): T
_Range(35, 48), _Range(35, 70): T
_Range(4, 75), _Range(5, 75): T
_Range(19, 22), _Range(18, 31): F
_Range(4, 94), _Range(4, 98): T
_Range(11, 74), _Range(20, 75): T
_Range(40, 67), _Range(17, 36): F
_Range(21, 22), _Range(21, 96): T
_Range(7, 43), _Range(22, 35): T
_Range(21, 89), _Range(88, 89): T
_Range(3, 44), _Range(44, 45): T
_Range(41, 62), _Range(41, 42): T
_Range(34, 60), _Range(37, 59): T
_Range(14, 69), _Range(13, 15): T
_Range(28, 76), _Range(22, 22): F
_Range(12, 51), _Range(35, 52): T
_Range(13, 98), _Range(59, 70): T
_Range(62, 91), _Range(62, 96): T
_Range(7, 88), _Range(87, 89): T
_Range(31, 32), _Range(31, 47): T
_Range(4, 99), _Range(5, 99): T
_Range(6, 9), _Range(10, 54): F
_Range(16, 33), _Range(33, 33): T
_Range(5, 97), _Range(4, 98): F
_Range(10, 52), _Range(52, 56): T
_Range(7, 8), _Range(5, 9): F
_Range(39, 66), _Range(39, 46): T
_Range(10, 45), _Range(10, 45): T
_Range(37, 89), _Range(37, 92): T
_Range(30, 31), _Range(30, 90): T
_Range(49, 82), _Range(25, 48): F
_Range(59, 71), _Range(61, 66): T
_Range(73, 87), _Range(19, 72): F
_Range(14, 97), _Range(14, 97): T
_Range(4, 63), _Range(62, 84): T
_Range(3, 97), _Range(2, 4): T
_Range(7, 64), _Range(8, 65): T
_Range(15, 16), _Range(15, 96): T
_Range(19, 66), _Range(20, 60): T
_Range(19, 35), _Range(34, 47): T
_Range(10, 10), _Range(9, 59): F
_Range(7, 9), _Range(8, 9): T
_Range(62, 99), _Range(62, 80): T
_Range(7, 92), _Range(7, 88): T
_Range(11, 42), _Range(41, 41): T
_Range(2, 2), _Range(2, 70): T
_Range(2, 68), _Range(69, 69): F
_Range(41, 81), _Range(41, 82): T
_Range(67, 96), _Range(99, 99): F
_Range(91, 93), _Range(45, 86): F
_Range(5, 87), _Range(86, 91): T
_Range(9, 13), _Range(1, 4): F
_Range(1, 97), _Range(98, 98): F
_Range(5, 27), _Range(5, 26): T
_Range(68, 86), _Range(68, 68): T
_Range(30, 40), _Range(31, 40): T
_Range(40, 81), _Range(81, 92): T
_Range(1, 91), _Range(3, 63): T
_Range(11, 96), _Range(37, 84): T
_Range(18, 61), _Range(14, 17): F
_Range(12, 75), _Range(15, 82): T
_Range(31, 52), _Range(23, 53): F
_Range(2, 74), _Range(6, 82): T
_Range(94, 95), _Range(10, 95): T
_Range(54, 54), _Range(50, 53): F
_Range(37, 68), _Range(37, 50): T
_Range(27, 75), _Range(26, 76): F
_Range(9, 30), _Range(8, 10): T
_Range(46, 74), _Range(68, 68): T
_Range(26, 39), _Range(18, 50): F
_Range(44, 45), _Range(39, 39): F
_Range(96, 97), _Range(67, 95): F
_Range(30, 90), _Range(75, 89): T
_Range(30, 85), _Range(6, 86): F
_Range(90, 92), _Range(58, 91): T
_Range(33, 36), _Range(32, 36): T
_Range(65, 96), _Range(65, 66): T
_Range(35, 69), _Range(59, 63): T
_Range(27, 47), _Range(26, 27): T
_Range(16, 86), _Range(74, 90): T
_Range(46, 78), _Range(78, 79): T
_Range(22, 85), _Range(22, 86): T
_Range(95, 95), _Range(14, 94): F
_Range(58, 59), _Range(17, 59): T
_Range(33, 58), _Range(33, 72): T
_Range(75, 75), _Range(41, 75): T
_Range(15, 35), _Range(36, 49): F
_Range(20, 90), _Range(27, 91): T
_Range(8, 69), _Range(9, 70): T
_Range(64, 99), _Range(65, 84): T
_Range(5, 80), _Range(1, 80): T
_Range(1, 2), _Range(2, 99): T
_Range(23, 32), _Range(28, 29): T
_Range(54, 56), _Range(53, 61): F
_Range(13, 56), _Range(55, 56): T
_Range(86, 87), _Range(5, 67): F
_Range(6, 88), _Range(6, 72): T
_Range(26, 95), _Range(26, 96): T
_Range(75, 85), _Range(4, 75): T
_Range(1, 44), _Range(1, 44): T
_Range(4, 7), _Range(20, 50): F
_Range(5, 96), _Range(99, 99): F
_Range(19, 69), _Range(18, 69): T
_Range(38, 91), _Range(92, 98): F
_Range(99, 99), _Range(17, 97): F
_Range(11, 22), _Range(10, 27): F
_Range(14, 76), _Range(12, 97): F
_Range(3, 54), _Range(2, 53): T
_Range(46, 81), _Range(82, 91): F
_Range(14, 15), _Range(33, 99): F
_Range(34, 35), _Range(17, 35): T
_Range(5, 79), _Range(2, 63): T
_Range(10, 57), _Range(9, 74): F
_Range(16, 38), _Range(39, 89): F
_Range(83, 86), _Range(30, 82): F
_Range(9, 72), _Range(8, 35): T
_Range(10, 70), _Range(69, 70): T
_Range(51, 86), _Range(81, 91): T
_Range(4, 72), _Range(4, 71): T
_Range(31, 91), _Range(20, 28): F
_Range(33, 98), _Range(30, 32): F
_Range(27, 87), _Range(86, 87): T
_Range(45, 45), _Range(47, 88): F
_Range(5, 57), _Range(5, 47): T
_Range(16, 90), _Range(15, 89): T
_Range(21, 99), _Range(18, 85): T
_Range(2, 34), _Range(33, 68): T
_Range(44, 58), _Range(35, 57): T
_Range(8, 65), _Range(8, 66): T
_Range(15, 39), _Range(16, 40): T
_Range(47, 67), _Range(3, 48): T
_Range(18, 84), _Range(19, 84): T
_Range(4, 98), _Range(99, 99): F
_Range(34, 77), _Range(34, 76): T
_Range(50, 50), _Range(50, 63): T
_Range(98, 99), _Range(2, 99): T
_Range(41, 95), _Range(41, 42): T
_Range(34, 48), _Range(35, 48): T
_Range(85, 94), _Range(95, 96): F
_Range(13, 38), _Range(22, 38): T
_Range(81, 82), _Range(18, 81): T
_Range(8, 86), _Range(22, 86): T
_Range(62, 97), _Range(34, 70): T
_Range(26, 73), _Range(25, 73): T
_Range(53, 58), _Range(35, 53): T
_Range(58, 80), _Range(79, 81): T
_Range(14, 41), _Range(7, 13): F
_Range(2, 21), _Range(4, 22): T
_Range(12, 98), _Range(11, 97): T
_Range(7, 73), _Range(6, 73): T
_Range(1, 94), _Range(1, 96): T
_Range(26, 82), _Range(25, 27): T
_Range(23, 76), _Range(45, 77): T
_Range(7, 78), _Range(7, 78): T
_Range(29, 72), _Range(72, 72): T
_Range(7, 8), _Range(7, 37): T
_Range(12, 24), _Range(13, 25): T
_Range(88, 91), _Range(32, 89): T
_Range(17, 76), _Range(16, 23): T
_Range(23, 40), _Range(2, 14): F
_Range(99, 99), _Range(15, 88): F
_Range(8, 85), _Range(2, 86): F
_Range(10, 89), _Range(18, 90): T
_Range(8, 97), _Range(7, 93): T
_Range(8, 98), _Range(8, 97): T
_Range(2, 12), _Range(3, 63): T
_Range(90, 90), _Range(4, 90): T
_Range(7, 23), _Range(15, 22): T
_Range(50, 96), _Range(9, 26): F
_Range(10, 80), _Range(4, 9): F
_Range(1, 85), _Range(84, 85): T
_Range(20, 22), _Range(21, 70): T
_Range(20, 83), _Range(4, 21): T
_Range(8, 32), _Range(7, 33): F
_Range(25, 45), _Range(34, 46): T
_Range(5, 34), _Range(34, 97): T
_Range(19, 91), _Range(90, 91): T
_Range(16, 96), _Range(78, 95): T
_Range(9, 64), _Range(10, 63): T
_Range(7, 8), _Range(8, 55): T
_Range(32, 50), _Range(2, 31): F
_Range(4, 16), _Range(16, 16): T
_Range(8, 99), _Range(44, 97): T
_Range(48, 73), _Range(58, 74): T
_Range(50, 80), _Range(49, 49): F
_Range(57, 58), _Range(29, 58): T
_Range(72, 76), _Range(72, 74): T
_Range(59, 75), _Range(75, 85): T
_Range(19, 98), _Range(34, 97): T
_Range(7, 94), _Range(99, 99): F
